hotel_id,city_id,hotel_type,basename,distance_to_center,longitude,latitude,overall_rating,impression_level,interaction_level,car_park,club_club_hotel,designer_hotel,attraction_hotel,luxury_hotel,beach_front_hotel,convention_hotel,spa_hotel,country_hotel,airport_hotel,senior_hotel,eco_friendly_hotel,party_people,business_people,honeymooners,singles,large_groups,family_hotel,gay_friendly,wifi_lobby,wifi_room
1842629,27561,Hotel,V frederiksplein,1245,4.898044109344482,52.35912322998047,3,4,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
2502667,14121,Hotel,Alexandria,866,22.93792724609375,40.63903045654297,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0,1,1,1
2548427,14257,Hotel,Hotel Normandie,4315,-118.30055236816406,34.063316345214844,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,1
2664687,14257,Hotel,The Ritz Carlton Los Angeles,1222,-118.26699829101562,34.045467376708984,5,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,1
2723729,27561,Hotel,Royal Taste,455,4.899267196655273,52.373531341552734,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9822375,27561,Home / Apartment,Plantage Apartment Suites,1091,4.909852027893066,52.365966796875,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9924671,31497,Hotel,The Salisbury - YMCA Of Hong Kong,1710,114.17101287841797,22.29511070251465,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1
2454139,27561,Hotel,citizenM Amsterdam,3407,4.875959873199463,52.341941833496094,5,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1
2588493,14121,Hotel,The Excelsior,521,22.940061569213867,40.63355255126953,5,1,1,0,NA,1,NA,1,NA,1,0,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,1
3226469,27561,Hotel,WestCord Fashion Hotel Amsterdam,3755,4.844339847564697,52.35718536376953,5,9,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
294513,27561,Hotel,Mozart,966,4.886300086975098,52.36349868774414,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
305241,31497,Hotel,Lanson Place,2628,114.18677520751953,22.278656005859375,5,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1
307853,14121,Hotel,Porto Palace,3177,22.910188674926758,40.64285659790039,3,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1
307855,14121,Hotel,Rex,1563,22.93098258972168,40.642433166503906,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1
7577111,14257,Inn,Crenshaw Inn Motel,10332,-118.33126068115234,33.98270797729492,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,1,1
8056847,14257,Hostel,LA Boardinghouse,8430,-118.3468246459961,34.04285430908203,3,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,NA,0,NA,0,1
8682307,27561,Hotel,The Student Hotel Amsterdam City,2095,4.912670135498047,52.3546028137207,5,4,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,1,1
8995539,31497,Hotel,Grand City,2156,114.14116668701172,22.286897659301758,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
9401815,14257,Bed & Breakfast,Mini Mansion In Hollywood Hills,11973,-118.34834289550781,34.12725830078125,3,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1
14004639,14257,Hotel,My Sunshine,1417,-118.27128601074219,34.05221939086914,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14080779,14121,Home / Apartment,Apartment Tsimiski 95,480,22.9469051361084,40.63008117675781,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14166111,14121,Home / Apartment,Moutafi Apartment,4180,22.90614128112793,40.65654754638672,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15418207,14121,Home / Apartment,Egnatia Flat,1093,22.937915802001953,40.64195251464844,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15643291,14257,Hotel,Sofia Apartel,0,-118.25592803955078,34.051513671875,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17840211,31497,Home / Apartment,Ease Access Wan Chai,1905,114.17976379394531,22.279319763183594,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4310035,27561,Home / Apartment,City park Apartment V,1584,4.873635768890381,52.3650016784668,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
11214831,14121,Hotel,Blue Bottle Hotel,664,22.94104766845703,40.638912200927734,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,0,1,1
18123191,14257,Home / Apartment,Cozy Room In A 1907 Craftsman House,2423,-118.2551040649414,34.07329559326172,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18389871,14121,Home / Apartment,Passer Domesticus,557,22.94029998779297,40.636688232421875,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12854399,14257,Home / Apartment,Centrally Located Los Angeles Apt,11045,-118.34925842285156,33.98919677734375,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
14408791,14121,Home / Apartment,Aristotelous Grande View Apartment,361,22.942068099975586,40.63335037231445,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14624243,14121,Home / Apartment,Panorama Apartments,9310,23.03955078125,40.589847564697266,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
275407,27561,Hotel,Movenpick Hotel Amsterdam City Centre,1546,4.91437292098999,52.37785339355469,5,6,3,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,1,1,NA,1,1
298295,14257,Hotel,Best Western Plus LA Mid-Town Hotel,3678,-118.29318237304688,34.06340789794922,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
298297,14257,Hotel,The Standard Downtown,188,-118.25717163085938,34.05017852783203,3,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1
935561,14121,Hotel,Tourist,529,22.93993377685547,40.63364791870117,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1
1058311,31497,Hotel,OZO Wesley Hong Kong,933,114.16880798339844,22.277402877807617,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1
1772433,14257,Hotel,Beverly Laurel,10362,-118.36448669433594,34.07592010498047,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1775697,31497,Hotel,W Hong Kong,2483,114.16078186035156,22.304780960083008,5,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
16236707,31497,Hotel,Sai Yuen,17282,114.0195541381836,22.199527740478516,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16249211,14121,Home / Apartment,Cozy Apartment,6227,22.947046279907227,40.578365325927734,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11417571,14121,Home / Apartment, The Trilogy House ,472,22.947181701660156,40.630184173583984,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11534135,14257,Hotel,Los Angeles Downtown Apartments,2152,-118.27884674072266,34.04777526855469,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
11939439,27561,Hotel,easyhotel Amsterdam Arena Boulevard,7141,4.944174766540527,52.31332015991211,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,1,1
10958011,14121,Bed & Breakfast,The Caravan,545,22.94158935546875,40.63783264160156,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,1
8586531,27561,Hotel,Jaz Amsterdam,6905,4.9393181800842285,52.314208984375,5,4,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
5457915,31497,Hotel,Casa Deluxe,3346,114.17076873779297,22.311317443847656,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5490583,31497,Hostel,Hop Inn On Carnarvon,2198,114.17395782470703,22.29855728149414,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1
4599131,27561,Hotel,Hudson River,775,4.890548229217529,52.37651824951172,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4868005,31497,Hotel,Holiday Inn Express Hong Kong Kowloon East,10765,114.26226806640625,22.30874252319336,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
5331539,14257,Hotel,The LINE Hotel,4318,-118.30103302001953,34.06207275390625,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
5740103,27561,Hotel,Holiday Inn Express Amsterdam - Arena Towers,7439,4.942223072052002,52.30973434448242,4,9,10,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
7793047,14257,Motel,New Bay Motel,10130,-118.28272247314453,33.963165283203125,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3921633,27561,Hotel,Conservatorium hotel,1717,4.878623962402344,52.3586311340332,5,5,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1
12937215,14121,Serviced Apartment,Limani,2280,22.920879364013672,40.641632080078125,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
7047195,14257,Hotel,Bokai Garden,16954,-118.07401275634766,34.07469177246094,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,1
2394019,14121,Hotel,Argo,942,22.937257766723633,40.63949203491211,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2516139,31497,Hotel,Crowne Plaza Hong Kong Causeway Bay,2257,114.18270111083984,22.277009963989258,5,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
3186789,27561,Hotel,Hotel Sebastian's,1054,4.890008926391602,52.37910079956055,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
3649281,14257,Hotel,Etown Inn,3267,-118.2528076171875,34.022247314453125,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3690417,14121,Hotel,Kastoria,821,22.938398361206055,40.638832092285156,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
4860307,27561,Serviced Apartment,Amsterdam ID Aparthotel,4566,4.834354877471924,52.38750457763672,5,5,2,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,1,1,1,1,1,1
5242307,31497,Hotel,Best Western Grand Hotel Hong Kong,2649,114.1748046875,22.302892684936523,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
18126559,14257,Home / Apartment,"Located In The Heart Of Los Feliz Village, Near Hollywood/griffith Prk",6976,-118.2921142578125,34.106632232666016,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18313307,14257,Hotel,Universal Studio Suites,12089,-118.34510803222656,34.13129806518555,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18476051,14121,Hotel,Studio Floral,0,22.946138381958008,40.63435745239258,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18949943,14121,Home / Apartment,Cozy Apartment In Thessaloniki,1943,22.963102340698242,40.62254333496094,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10376515,27561,Hotel,Hampton by Hilton Amsterdam Centre East,2669,4.934635162353516,52.37123489379883,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,1
211405,27561,Hotel,"Radisson Blu Hotel Amsterdam Airport, Schiphol",14204,4.750199794769287,52.27830123901367,4,7,8,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
214203,14121,Hotel,Nea Metropolis,640,22.940921783447266,40.63853454589844,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1
2615947,27561,Inn,Vita Nova,1078,4.910606861114502,52.37291717529297,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2651843,14121,Hotel,The Met Hotel,2304,22.92013931274414,40.64069747924805,5,2,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,1,1,1,1
2665159,14257,Bed & Breakfast,Rose Bowl Motel,11108,-118.19921875,34.139686584472656,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
297363,31497,Hotel,Lan Kwai Fong Hotel,905,114.15299987792969,22.284299850463867,3,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
298283,14257,Hotel,Hotel Angeleno,19714,-118.46825408935547,34.07374572753906,3,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1
301605,14121,Hotel,Byzantio,3999,22.963279724121094,40.667884826660156,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2718779,14257,Hotel,Sea Rock Inn,16703,-118.2910385131836,33.90414810180664,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1
4349495,27561,Hotel,Iron Horse,1445,4.877481937408447,52.3631591796875,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1
3645601,31497,Hotel,Butterfly on Waterfront,1768,114.14553833007812,22.28820037841797,3,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,1
1928529,31497,Hotel,L'Hotel Nina et Convention Centre,10818,114.11299133300781,22.36874771118164,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,1
2036885,14257,Hotel,JW Marriott Los Angeles L.A. LIVE,1201,-118.26652526855469,34.045223236083984,5,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,1
2076303,31497,Hostel,HK Downtown Backpackers,1934,114.17281341552734,22.29639434814453,1,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1
4315407,31497,Hotel,Madera Hong Kong,2875,114.17198944091797,22.306446075439453,5,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1
4538307,31497,Hotel,Tai O Heritage,31842,113.85374450683594,22.25322914123535,4,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
4565407,31497,Hotel,Best Western Hotel Harbour View Hong Kong,1922,114.14353942871094,22.2869930267334,1,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1
15861,14257,Hotel,Courtyard by Marriott Los Angeles LAX/Century Boulevard,17223,-118.39360046386719,33.946800231933594,4,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
15873,14257,Hotel,Embassy Suites by Hilton Los Angeles-Intl Airport North,16739,-118.3864974975586,33.9468994140625,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,1,1,1
15911,14257,Hotel,Renaissance Los Angeles Airport Hotel,16545,-118.3857421875,33.94876480102539,4,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,1,1,1,1,0,1,1,1
15915,14257,Hotel,Super 8 Los Angeles Airport,16297,-118.38568115234375,33.95196533203125,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
65987,14121,Hotel,Astoria Hotel Thessaloniki,869,22.93616485595703,40.63630294799805,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,1,1
77709,14121,Hotel,Hotel Nikopolis Thessaloniki,10135,22.989816665649414,40.549461364746094,5,1,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,1
77731,14121,Hotel,Mandrino Hotel,788,22.938894271850586,40.63883590698242,3,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1
77733,14121,Hotel,Park,673,22.943130493164062,40.63996505737305,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
84181,27561,Hotel,Dikker and Thijs,968,4.883924961090088,52.36500930786133,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,1
84275,27561,Hotel,Lloyd Hotel,2721,4.934899806976318,52.37419891357422,3,3,3,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1
84365,27561,Hotel,Hampshire Hotel - Theatre District Amsterdam,1333,4.878417015075684,52.36414337158203,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
84625,27561,Hotel,NH Carlton Amsterdam,462,4.892958164215088,52.36631393432617,2,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1
108191,31497,Hotel,The Park Lane Hong Kong a Pullman Hotel,2548,114.1863021850586,22.281299591064453,4,2,1,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,1
108249,31497,Hotel,InterContinental Hotels Grand Stanford Hong Kong,2598,114.17929077148438,22.299102783203125,5,2,2,1,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,1
108283,31497,Hotel,Jen Hong Kong,2757,114.13502502441406,22.285850524902344,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
108319,31497,Hotel,Metropark Hotel Causeway Bay Hong Kong,3134,114.19200134277344,22.281400680541992,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
108499,31497,Hotel,Island Pacific,2063,114.1425552368164,22.288341522216797,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,NA,1,1
108849,31497,Hotel,Newton Inn North Point,3808,114.19740295410156,22.291011810302734,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1
119199,14257,Hotel,The Orlando Hotel,11026,-118.37284088134766,34.07276916503906,4,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
12873391,14257,Hotel,Skyview Penthouse,862,-118.2651596069336,34.05025100708008,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2472491,31497,Hotel,Harbour Plaza 8 Degrees,4596,114.18785858154297,22.315881729125977,3,2,2,1,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,1
5459051,31497,Hotel,Peace Guest House,1934,114.17281341552734,22.29639434814453,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,1
5668877,31497,Hotel,pentahotel Hong Kong Kowloon,7234,114.19998168945312,22.336946487426758,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1
7671223,27561,Hotel,Corendon Vitality Hotel Amsterdam,5090,4.8310980796813965,52.34664535522461,4,6,6,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
5340703,14257,Hotel,El Rancho,8897,-118.26940155029297,33.972286224365234,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
14764415,14121,Hotel,Konstantinoss Luxury Studio,1232,22.94154167175293,40.64487075805664,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3662557,14121,Serviced Apartment,Studios Arabas,1099,22.944265365600586,40.644142150878906,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1
3877685,14257,Hotel,Mr C Beverly Hills,13143,-118.39851379394531,34.055362701416016,5,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1
4579619,31497,Hotel,ibis Hong Kong Central and Sheung Wan,1553,114.14757537841797,22.287702560424805,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,NA,1,1
4791187,31497,Hotel,Mini Causeway Bay,2444,114.18476104736328,22.277729034423828,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
5007431,14257,Motel,Central Inn Motel,4684,-118.25631713867188,34.0093879699707,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,1
784481,31497,Hotel,Rambler garden hotel,8612,114.1105728149414,22.343883514404297,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1
19636083,14121,Hotel,Relax In Crazy Farm,272990,23.748279571533203,38.258689880371094,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15986963,14121,Home / Apartment,Grcka-Reni Greece Beach,37557,23.068634033203125,40.3097038269043,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16871687,27561,Hotel,Monet Garden  Amsterdam,675,4.905074119567871,52.36891174316406,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14667243,14121,Hotel,Ladadika Studio,988,22.93524169921875,40.63759994506836,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428321,27561,Hotel,XO Hotels Blue Tower,3511,4.845786094665527,52.37920379638672,2,7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,1,1,1,1,1
1345151,31497,Hotel,Caritas Bianchi Lodge,3363,114.17185974121094,22.311166763305664,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
7599335,14121,Hotel,Filoxenia,3609,22.91106414794922,40.65293502807617,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
8347043,27561,Hotel,Mercure Hotel Amsterdam Sloterdijk Station,4518,4.834974765777588,52.38728713989258,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
5411823,27561,Hotel,Hampton by Hilton Amsterdam Arena Boulevard,7287,4.94784688949585,52.313045501708984,4,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
5441033,27561,Hotel,art'otel amsterdam,847,4.897059917449951,52.37774658203125,5,5,3,1,NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,0,1,1,1,1
